Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.3,49.4621,14,-0.2942,-0.1643,0.2096,132.5154,-11.9196,115.7673,0.0029,0.09,66.0436,38.74745886,-90.50727704,10.9,12,14,13,10,18,9,19,19,128.84,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3900,4.9,45,22.5,69.63,55.11,9,1,0,48.56,-12.4,3,1,3,0,0,0,0.8,0,0.8,0,53.8,176.6,0,68,68,3,4,50,-7684,-278,2724,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.5,100,100,100
132.35,49.6126,14,-0.2696,-0.1829,0.2318,132.3814,-10.9905,115.774,0.0029,0.09,71.8446,38.74745469,-90.50727117,10.9,14,15,11,10,16,9,18,18,128.98,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3517,4.9,44,21.4,69.63,60.02,9,1,0,48.64,-12.4,3,1,3,0,0,0,0.8,0,0.8,0,53.8,176.5,0,68,68,3,4,50,-7091,-21,4009,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.57,100,100,100
132.4,49.5808,14,-0.3677,-0.1637,0.2761,131.4585,-15.0883,115.7822,0.0029,0.09,52.2992,38.74745067,-90.50726513,10.9,14,15,12,10,17,9,18,17,129.12,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3092,4.9,43,20.2,69.63,64.67,9,1,0,48.66,-12.4,3,1,3,0,0,0,0.8,0,0.8,0,53.8,176.4,0,68,68,3,4,50,-6297,355,3994,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.67,100,100,100
132.45,48.9559,14,-0.4914,-0.1502,0.2358,130.3181,-20.2827,115.7749,0.0029,0.09,38.4149,38.74744677,-90.50725918,10.9,14,15,14,10,18,10,19,17,129.27,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2821,4.9,41,19.3,69.63,69.43,9,1,0,48.64,-12.4,3,1,3,0,0,0,0.7,0,0.8,0,53.8,176.3,0,68,68,3,4,50,-5485,740,3865,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.5,48.1739,14,-0.6114,-0.1678,0.214,128.3222,-25.3806,115.7667,0.0029,0.09,30.2086,38.74744322,-90.50725306,10.9,14,15,13,11,18,9,19,17,129.41,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2629,4.9,41,18.6,69.63,74.06,9,1,0,48.6,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,-5507,179,3619,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.55,47.9973,14,-0.7616,-0.2063,0.1908,126.6059,-31.8207,115.7631,0.0029,0.09,24.0064,38.74743972,-90.50724676,10.9,13,14,13,11,18,9,18,18,129.55,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2361,4.9,41,18,69.63,78.08,9,1,0,48.55,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,-5601,-464,3362,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.6,47.8782,14,-0.8587,-0.2084,0.2112,125.0087,-36.1583,115.7712,0.0029,0.09,21.0741,38.74743643,-90.50724041,10.9,13,14,13,10,18,9,18,18,129.69,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2084,4.99,41,18,69.63,82.33,9,1,0,48.68,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,-3650,-515,1685,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.65,47.4982,14,-0.8871,-0.148,0.1742,123.321,-37.644,115.7645,0.0029,0.0875,20.0817,38.74743333,-90.50723403,10.9,13,14,13,10,18,9,19,18,129.83,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2025,4.91,41,18,69.63,83.76,9,1,0,48.98,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,-1521,-515,-114,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.7,47.1098,14,-0.8355,-0.1081,0.2216,121.2326,-35.6497,115.7804,0.0029,0.08,21.0317,38.74743041,-90.50722748,10.9,13,14,13,10,18,9,19,17,129.97,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,1897,4.99,41,18,69.63,84.68,9,1,0,49.14,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,-2259,77,688,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.75,46.9316,14,-0.6639,-0.122,0.3044,119.6252,-28.451,115.8104,0.0029,0.08,26.2535,38.74742766,-90.50722093,10.9,13,14,14,10,17,8,19,17,130.12,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,1779,5,42,18,69.63,85.56,9,1,0,49.18,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,-3246,720,1717,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.8,47.2397,14,-0.5031,-0.1312,0.4563,118.6418,-21.6692,115.8754,0.0029,0.1,34.6964,38.74742493,-90.50721421,10.9,13,14,14,11,18,9,19,19,130.26,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,1872,5,42,18,69.63,85.91,9,1,0,48.97,-12.39,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,-1065,179,1799,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.85,46.6633,14,-0.3576,-0.1207,0.5238,117.7796,-15.4767,115.894,0.0029,0.0875,47.9861,38.74742223,-90.5072076,10.9,14,14,13,10,18,9,19,19,130.4,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,1968,4.91,42,18,69.63,86.56,9,1,0,48.52,-12.38,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,1392,-464,1799,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.9,46.0667,14,-0.2728,-0.1421,0.5172,117.2687,-11.8596,115.9002,0.0029,0.08,61.8214,38.74741967,-90.50720111,10.9,14,14,11,10,18,9,19,19,130.54,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,1985,4.9,42,18,69.63,86.26,9,1,0,48.49,-12.38,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,1408,-278,2390,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
132.95,45.8649,14,-0.2245,-0.1815,0.5255,117.6808,-9.8156,115.9029,0.0029,0.08,74.3676,38.74741697,-90.50719471,10.8,14,14,13,10,18,8,19,18,130.68,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2047,4.99,42,18,69.63,85.59,9,1,0,48.85,-12.39,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,1211,-21,3033,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133,45.7791,16,-0.2254,-0.1931,0.5378,117.2424,-9.9258,115.919,0.0029,0.08,73.4045,38.74741429,-90.507188,10.8,14,14,13,11,18,8,19,18,130.82,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2014,5,42,18,69.63,86.31,9,1,0,48.97,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,2127,355,1428,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.05,45.4817,13,-0.2461,-0.1777,0.5645,115.9893,-10.9194,115.9264,0.0029,0.08,66.2914,38.74741193,-90.50718152,10.8,14,14,12,11,19,9,18,19,130.97,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2096,5,42,18,69.63,85.42,9,1,0,48.87,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,3140,740,-371,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.1,44.9511,13,-0.3264,-0.1956,0.5399,115.3923,-14.5879,115.9305,0.0029,0.08,49.0419,38.74740953,-90.50717503,10.8,14,14,11,11,16,9,19,19,131.11,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2111,5,42,18,69.63,85.78,9,1,0,48.84,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,2006,2544,786,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.15,44.5096,13,-0.4131,-0.2057,0.5388,114.5006,-18.6034,115.9386,0.0029,0.08,38.0787,38.74740728,-90.50716854,10.8,14,15,12,11,16,9,19,18,131.25,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2167,5.18,42,18,69.63,85.47,9,1,0,48.86,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,685,4472,2200,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.27,100,101.7,100,100,100
133.2,44.2331,13,-0.4821,-0.1803,0.4884,113.2366,-21.8881,115.9295,0.0029,0.08,32.1632,38.74740521,-90.50716205,10.8,14,15,13,12,17,9,18,17,131.39,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2266,12.28,44,18,69.63,86.45,9,1,0,48.78,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,1082,2498,657,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,100,101.7,100,100,100
133.25,44.0648,13,-0.5601,-0.1502,0.4326,111.692,-25.6112,115.9212,0.0029,0.08,27.3831,38.74740332,-90.50715543,10.8,14,14,13,10,18,8,19,18,131.53,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2368,13.73,45,18,69.63,87.62,9,1,0,48.59,-12.4,3,1,3,0,0,0,0.7,0,0.7,0,53.8,176.2,0,68,68,3,4,50,1628,185,-1142,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.26,100,101.7,100,100,100
133.3,43.906,13,-0.632,-0.1422,0.4831,110.3974,-29.0761,115.9363,0.0029,0.08,24.033,38.74740147,-90.5071488,10.8,14,14,13,10,18,8,19,18,131.67,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,2711,13.89,45,18,69.63,86.96,9,1,0,48.56,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,53.8,176.2,0,68,68,3,4,50,3303,355,-458,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.21,100,101.7,100,100,100
133.35,43.5771,13,-0.638,-0.1595,0.562,108.9021,-29.5276,115.9602,0.0029,0.0878,23.4882,38.74739984,-90.50714217,10.8,13,14,14,11,17,8,19,19,131.82,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3050,13.99,46,19.3,69.63,85.06,9,1,0,48.69,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,53.8,176.2,0,68,68,3,4,50,5076,740,442,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.13,100,101.7,100,100,100
133.4,43.0329,13,-0.691,-0.1808,0.5918,107.1666,-32.1954,115.9769,0.0029,0.09,21.2729,38.74739842,-90.50713554,10.8,13,14,14,11,17,9,19,19,131.96,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3551,13.26,49,20.7,69.63,82.08,9,1,0,48.7,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,53.8,176.2,0,68,68,3,4,50,7418,-2540,-5161,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.03,100,101.7,100,100,100
133.45,42.6323,13,-0.7201,-0.1795,0.6088,105.6604,-33.8117,115.9805,0.0029,0.09,20.0674,38.74739709,-90.50712895,10.8,14,14,14,11,17,9,19,19,132.21,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4129,9.89,49,22.3,69.63,75.74,9,1,0,48.62,-12.4,3,1,3,0,0,0,0.7,0,0.6,0,53.8,176.2,0,68,68,3,4,50,9809,-6138,-11330,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.84,100,101.7,100,100,100
133.5,42.5133,13,-0.7155,-0.1959,0.579,104.7668,-33.8596,115.98,0.0029,0.09,19.9831,38.7473958,-90.50712241,10.8,14,13,13,11,17,9,19,19,132.52,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4706,9.33,51,24.1,69.63,67.87,10,1,0,48.72,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53.8,176.2,0,68,68,3,4,50,3959,-10682,-6384,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.84,100,101.7,100,100,100
133.55,42.3435,13,-0.7567,-0.2214,0.5859,103.2084,-36.1208,115.9885,0.0029,0.0822,18.6574,38.7473947,-90.50711579,10.8,14,13,13,12,18,9,19,18,132.82,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4601,8.38,51,24.2,69.63,63.35,9,1,0,49.01,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53.8,176.2,0,68,68,3,4,50,-2608,-15308,-473,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.6,41.6309,13,-0.8043,-0.2533,0.6956,99.8921,-38.7651,116.0158,0.0029,0.09,17.0921,38.74739412,-90.50710916,10.8,13,14,13,12,18,9,18,18,133.13,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4458,7.47,50,24,69.63,60.92,9,1,0,49.05,-12.39,3,1,3,0,0,0,0.6,0,0.6,0,53.8,176.1,0,68,68,3,4,50,-4466,-10122,946,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.65,41.1135,13,-0.8285,-0.2458,0.7922,97.7332,-40.3855,116.0552,0.0029,0.0927,16.2024,38.74739359,-90.50710249,10.9,13,14,14,10,18,9,18,18,133.43,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4380,5.84,49,23.8,69.63,58.87,9,1,0,48.87,-12.38,3,1,3,0,0,0,0.6,0,0.6,0,53.8,176,0,68,68,3,4,50,-5914,-4082,1974,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.7,40.7068,13,-0.8513,-0.2118,0.7949,96.734,-41.9454,116.0639,0.0029,0.1,15.4455,38.74739301,-90.5070961,10.9,14,15,13,11,19,9,19,18,133.73,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4143,5.42,47,23.1,69.63,59.22,9,1,0,48.74,-12.38,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.9,0,68,68,3,4,50,-5668,-1943,992,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.75,40.425,13,-0.8254,-0.1848,0.8576,93.984,-41.0589,116.09,0.0029,0.1077,15.6698,38.74739284,-90.50708963,10.9,14,14,13,11,19,9,19,18,134.04,14.6,11.8,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3915,5.31,47,22.4,69.63,61.11,9,1,0,48.66,-12.38,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.8,0,68,68,3,4,50,-5275,-144,-165,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.8,39.9418,13,-0.7296,-0.1816,0.9798,91.5251,-36.604,116.115,0.0029,0.1098,17.3668,38.74739294,-90.50708328,10.9,12,13,13,10,18,9,18,19,134.34,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3696,5.21,46,21.8,69.63,63.04,10,1,0,48.61,-12.38,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.7,0,68,68,3,4,50,-4301,-237,925,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.85,39.3127,13,-0.6365,-0.2043,0.9677,91.5301,-32.2007,116.1298,0.0029,0.1,19.4306,38.74739275,-90.50707709,10.9,13,14,14,11,18,8,19,19,134.65,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3512,5.2,45,21.2,69.63,65.5,10,1,0,48.59,-12.39,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.6,0,68,68,3,4,50,-3276,-494,2210,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.9,39.3121,13,-0.5812,-0.2418,1.0127,88.9961,-29.689,116.1429,0.0029,0.1053,21.0742,38.74739304,-90.50707085,10.9,14,14,14,11,18,8,19,18,134.95,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3320,5.2,44,20.6,69.63,67.69,10,1,0,48.68,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.5,0,68,68,3,4,50,-2328,-13032,2661,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,101.7,100,100,100
133.95,39.3626,13,-0.5419,-0.2576,1.0835,86.547,-27.9959,116.1636,0.0029,0.1023,22.3774,38.74739352,-90.50706452,10.9,14,14,14,11,19,9,20,17,135.25,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3204,7.63,44,20.1,69.63,70.14,10,1,0,48.88,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.4,0,68,68,3,4,50,-1386,-26638,3039,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.71,100,101.7,100,100,100
134,38.6552,13,-0.4884,-0.2291,1.0675,86.7493,-25.535,116.1686,0.0029,0.1,24.0931,38.74739382,-90.50705856,11,14,14,13,10,19,9,19,17,135.56,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,3211,14.65,45,19.8,69.63,75.29,9,1,0,48.91,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.3,0,68,68,3,4,50,3788,-7732,3661,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.47,100,101.7,100,100,100
134.05,37.9771,12,-0.486,-0.214,1.0715,86.1349,-25.6841,116.1756,0.0029,0.1,23.533,38.74739415,-90.50705255,11,14,14,13,10,19,9,19,18,135.86,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,4299,23.76,52,22.3,69.63,79.25,9,1,0,48.79,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.3,0,68,68,3,4,50,9540,15609,4317,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.74,100,101.7,100,100,100
134.1,37.3421,11,-0.5283,-0.197,1.1667,84.7269,-28.2037,116.2046,0.0029,0.1,21.0723,38.74739472,-90.50704671,11,14,14,13,10,19,8,19,18,136.17,14.6,11.9,1.23,-7.1,0,-9.47,0,0,0,5,0,-44,5,0,0,-8.3,-12.82,31,-8.7,64,0,0,147,129.7,126.3,1,0,-174,-3.84,-3.84,1,-3.84,66,79,1,3,0,9,-84,0,0,1,0,0,0,0,0,5185,24.68,60,25.1,69.63,78.95,9,1,0,48.8,-12.4,3,1,3,0,0,0,0.6,0,0.6,0,53.8,175.2,0,68,68,3,4,50,5777,9200,1531,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.94,100,101.7,100,100,100
